2026-03-10 20:36:10.891 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:41:54.532 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:41:54.532 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:41:54.532 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:41:54.532 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:41:54.532 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:41:54.532 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:44:48.696 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:44:48.696 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:44:48.696 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:44:48.696 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:44:48.696 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:44:48.696 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:44:48.696 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:44:48.696 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:44:48.696 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:44:48.696 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:44:48.696 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:44:48.696 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:44:48.696 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:44:48.696 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:45:59.503 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:45:59.503 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:45:59.503 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:45:59.503 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:45:59.503 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:45:59.503 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:45:59.503 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:45:59.503 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:45:59.503 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:45:59.503 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:45:59.503 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:45:59.503 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:45:59.503 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:45:59.503 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:45:59.503 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:45:59.503 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:46:42.029 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:46:42.029 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:46:42.029 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:46:42.029 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:46:42.029 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:46:42.029 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:46:42.029 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:46:42.029 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:46:42.029 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:46:42.029 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:46:42.029 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:46:42.029 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:46:42.029 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:46:42.029 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:46:42.029 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:46:42.029 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:46:42.029 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:49:32.258 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:49:32.258 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:49:32.258 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:49:32.258 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:49:32.258 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:49:32.258 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:49:32.258 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:49:32.258 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:49:32.258 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:49:32.258 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:49:32.258 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:49:32.258 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:49:32.258 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:49:32.258 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:49:32.258 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:49:32.258 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:49:32.258 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:49:32.258 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.247 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:51:19.250 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.030 | INFO     | __main__:add_citation:28 - <Response [200]>
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 20:52:55.035 | INFO     | __main__:<module>:74 - Résultats affichés: {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.867 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:41.870 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.290 | INFO     | __main__:add_citation:32 - <Response [200]>
2026-03-10 21:00:48.293 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 21:00:48.293 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 21:00:48.293 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 21:00:48.293 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 21:00:48.293 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
2026-03-10 21:00:48.293 | INFO     | __main__:<module>:84 - Résultats affichés: {'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
